"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045814","negative regulation of gene expression, epigenetic","66/3301","197/18860",0.33502538071066,1.91414076952531,5.94082439756673,3.83158489057607e-08,1.06465811073143e-05,9.40113268845649e-06,"BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/CTR9/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EPC1/EZH1/EZH2/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HDAC4/HDAC5/HMGA2/HNRNPK/HNRNPU/ING2/JARID2/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/MORC1/MOV10L1/PARTICL/PCGF3/PCID2/PPM1D/SIRT6/SIRT7/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/YTHDC1/ZNF445",66
"GO:0006368","transcription elongation by RNA polymerase II","48/3301","129/18860",0.372093023255814,2.12592378630859,5.91036931992266,7.45959602371696e-08,1.928497369875e-05,1.70289968965517e-05,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/EAPP/ELOB/ELOF1/ERCC6/EZH2/GTF2F1/GTF2F2/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/IWS1/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PCID2/POLR2I/PPP1R10/PPP2CA/RBX1/RECQL5/RTF1/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",48
"GO:0006310","DNA recombination","103/3301","358/18860",0.287709497206704,1.64380524608253,5.66471335004354,7.57139487600195e-08,1.928497369875e-05,1.70289968965517e-05,"ACTB/ACTR8/ANKRD31/AP5S1/APEX2/APLF/ATM/BCL11B/BRME1/C1QBP/CDC45/CDC7/CHD4/CTBP1-DT/DCAF1/DYRK1A/ENDOG/EPC1/EPC2/ERCC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/GEN1/H1-2/H2AX/HSPD1/HTATSF1/INO80C/INO80E/INTS3/KASH5/KIN/LEF1/LIG3/LIG4/MAJIN/MBTD1/MCM2/MCM4/MCM6/MCMDC2/MEAF6/MLH1/MLH3/MMS22L/MORF4L1/MRGBP/MRNIP/MSH4/MSH5/NABP2/NFKBIZ/NHEJ1/NSMCE2/NSMCE3/NSMCE4A/PALB2/PARP1/PARP3/PAXIP1/PIAS1/PIAS4/PMS2/POLN/PPP4R2/PRDM9/PRKDC/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF126/RNF212/RPA1/RTEL1/SAMHD1/SANBR/SENP3/SFR1/SHLD2/SIRT6/SLX4/SMC5/SMC6/SMCHD1/SPO11/TEX15/TFRC/TOP6BL/UHRF1/XRCC1/XRCC2/YEATS4/YY1/ZCWPW1/ZGRF1",103
"GO:0000375","RNA splicing, via transesterification reactions","100/3301","348/18860",0.28735632183908,1.64178740681159,5.56602809680631,1.24497304791412e-07,3.0442080967596e-05,2.68809338513836e-05,"C1QBP/CDC5L/CELF4/CIRBP/DAZAP1/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/KHDRBS3/KHSRP/LARP7/LSM1/LSM2/LSM4/LSM7/LSM8/LUC7L/MPHOSPH10/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/PTBP2/QKI/RBFOX1/RBM14/RBM17/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",100
"GO:0000956","nuclear-transcribed mRNA catabolic process","47/3301","128/18860",0.3671875,2.09789647076643,5.74070924506178,1.61498327885883e-07,3.79707414756308e-05,3.35288836193849e-05,"AGO1/AGO2/ATM/CAPRIN1/CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/CTIF/DHX34/DHX9/EIF4ENIF1/EXOSC2/EXOSC5/EXOSC8/FMR1/GSPT1/HBS1L/HNRNPAB/HNRNPU/LSM1/LSM4/LSM7/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/PNRC1/POLR2G/RNPS1/SKIC2/SKIC3/SMG6/SMG7/SMG9/SYNCRIP/TENT2/TENT4A/TNRC6B/TNRC6C/UPF1/UPF2/YBX1/ZFP36L1",47
"GO:0033119","negative regulation of RNA splicing","17/3301","27/18860",0.62962962962963,3.59733862914717,6.22073864578952,1.84225652571685e-07,4.17100523766929e-05,3.6830765941037e-05,"C1QBP/CELF4/DYRK1A/HNRNPK/NPM1/PTBP1/PTBP2/PTBP3/RBM42/RNPS1/SAP18/SRSF10/SRSF12/SRSF6/SRSF9/TMBIM6/U2AF2",17
"GO:0140014","mitotic nuclear division","84/3301","281/18860",0.298932384341637,1.70792631586891,5.50707893389903,2.00023423014296e-07,4.32884463330684e-05,3.82245176880978e-05,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/ANLN/APC/ARHGEF10/ATM/AURKA/BCCIP/BMP7/BROX/BUB3/CCDC86/CCNB1/CDC14A/CDC14B/CDC25C/CDC42/CDK1/CDT1/CENPF/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DAPK3/DMRT1/EML4/FBXO5/FBXW5/GEN1/HASPIN/HNRNPU/IGF2/KIF11/KIF2A/KLHL22/KNL1/L3MBTL1/MAD1L1/MAD2L1/MIS12/MYBL2/NCAPD3/NCAPH/NDEL1/NEUROG1/NFIB/NSMCE2/NUMA1/NUP62/PKMYT1/PPP2R2D/RAD21/RAN/RANBP1/RCC1/RHOA/RMDN1/SEH1L/SKA1/SKA3/SMARCA5/SMC4/SPAST/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UBE2I/UBE2S/UHRF1/VPS4B/WAPL/ZWINT",84
"GO:0140694","membraneless organelle assembly","121/3301","446/18860",0.271300448430493,1.55005345574041,5.41488838952736,2.05359879545065e-07,4.32884463330684e-05,3.82245176880978e-05,"ABRAXAS1/ACTA1/ACTG1/AGO2/AKAP13/ALKBH5/ANLN/ARHGEF10/ARHGEF5/ATXN2/ATXN2L/AURKA/BCCIP/BOP1/C1QBP/C2CD3/CAPRIN1/CDS2/CENPA/CENPF/CENPT/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CIRBP/CLASP1/CNOT1/CNOT6L/CNTROB/DAZAP2/DDX3X/DEUP1/DYNC1H1/EIF2A/EIF2S1/EIF4ENIF1/EIF5B/FASTKD2/FBXO5/FITM2/FMR1/FUS/G3BP2/GPSM2/HAUS3/HAUS6/HDAC7/HNRNPU/HSF1/KASH5/KIF11/KIF2A/LCP1/LIAT1/LSM14B/LSM4/MAPRE2/MAPRE3/MAPT/MDM1/MEF2A/MIS12/MLH1/MTERF4/MTG1/MYBL2/NEK6/NOA1/NPM1/NUMA1/NUP62/PAN2/PAN3/PATL1/PLK4/PLS1/PRKDC/PSPC1/PUM2/PWP2/QKI/RBM14/RCC1/RHOA/RNF4/RPL10L/RPL5/RPS15/RPS23/RPSA2/RRP7A/RRP7BP/SIX4/SKA1/SKA3/SMAD4/SPICE1/STAG1/STAG2/TIA1/TMOD3/TRIM37/TUBB/TUBB8/TUBGCP3/TUBGCP4/UHRF1/USP10/VPS4B/WNK3/YTHDF1/YTHDF2",121
"GO:0051321","meiotic cell cycle","88/3301","299/18860",0.294314381270903,1.68154172395311,5.47165377717679,2.22338575083062e-07,4.46875063416077e-05,3.94599141639068e-05,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC2/ANAPC7/ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/BUB3/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FAM9A/FANCA/FBXO5/FIGNL1/FZR1/H2AX/HORMAD1/HSF1/ING2/KASH5/KCTD19/KNL1/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MOV10L1/MSH4/MSH5/NCAPD3/NCAPH/NSUN2/NUMA1/PKMYT1/PPP2CA/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RBBP8/RMI1/RNF212/RPA1/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIN1/SPIRE2/SPO11/STAG2/STAG3/SYCE1/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/TUBGCP3/TUBGCP4/UBB/XRCC2/YTHDF2/ZCWPW1/ZNF541/ZWINT",88
"GO:0007052","mitotic spindle organization","49/3301","137/18860",0.357664233576642,2.04348604824462,5.64612467408459,2.26617486764246e-07,4.46875063416077e-05,3.94599141639068e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/MYBL2/NEK6/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",49
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","57/3301","170/18860",0.335294117647059,1.91567617655969,5.52399118883119,3.06342213059686e-07,5.85209358885582e-05,5.16750943608576e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CDK1/CENPA/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/DYNLT1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/MAD2L1/MYBL2/NDEL1/NEK6/NUMA1/NUP62/PAFAH1B1/PARP3/PAX6/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPDL1/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",57
"GO:0032784","regulation of DNA-templated transcription elongation","40/3301","104/18860",0.384615384615385,2.19746929834782,5.64029990838968,3.21647672005479e-07,5.9582794514227e-05,5.26127356313906e-05,"BRD4/CCNK/CCNT2/CDC73/EAPP/ERCC6/EZH2/GTF2F1/HMGN1/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/KAT7/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SETD5/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",40
"GO:0000075","cell cycle checkpoint signaling","61/3301","187/18860",0.32620320855615,1.86373599314419,5.46746516071785,3.56464135035724e-07,6.409015463157e-05,5.65928199524208e-05,"ABRAXAS1/APC/ATM/BABAM2/BRD4/BRSK1/BUB3/CAMSAP3/CCNB1/CCND1/CDC14B/CDC45/CDC5L/CDC6/CDK1/CDT1/CENPF/CEP63/CHFR/CLOCK/CRY1/DNA2/DTL/ERCC6/FBXO31/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/INTS3/INTS7/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/NSUN2/PABIR1/PLK3/PPP1R10/PRKDC/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TRIAP1/TRIM39/UIMC1/WAC/ZFYVE19/ZWINT",61
"GO:0032886","regulation of microtubule-based process","82/3301","276/18860",0.297101449275362,1.69746541452085,5.37649036197633,3.69143929127336e-07,6.44736239644402e-05,5.69314306335333e-05,"APC/APC2/AURKA/BBOF1/CAMSAP1/CAMSAP3/CCDC88C/CCNF/CDK11A/CDK11B/CDK2AP2/CDK5R1/CEP120/CEP295/CFAP206/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CHORDC1/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DNAAF1/DYNC1H1/DYNLT2B/DYRK1A/EML2/FBXW5/FEZ1/FKBP4/FNTB/FSD1/GBA2/GEN1/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MDM1/MECP2/NAT10/NPM1/NUBP1/NUMA1/NUP62/ODAD2/PAFAH1B1/PARP3/PDCD6IP/PKD1/PLK4/POC1A/PPP2CA/RAC1/RAE1/RBM14/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/SPICE1/TAOK1/TPPP/TRAF3IP1/TRIM37/TTBK2/TTLL6/VPS4B",82
"GO:0043484","regulation of RNA splicing","62/3301","192/18860",0.322916666666667,1.84495859840452,5.42036334868885,4.27496489721525e-07,7.11424586526681e-05,6.28201379236454e-05,"AKAP17A/ATXN7L3/C1QBP/CDK11A/CDK11B/CELF4/CIRBP/CLK1/DAZAP1/DYRK1A/FMR1/FUS/HNRNPA1/HNRNPF/HNRNPH1/HNRNPH2/HNRNPH3/HNRNPK/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/LARP7/MBNL1/NCL/NOVA1/NPM1/PTBP1/PTBP2/PTBP3/QKI/RBFOX1/RBM12/RBM12B/RBM14/RBM19/RBM23/RBM42/RNPS1/RRP1B/SAP18/SNRNP70/SNW1/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/SUPT3H/TADA2B/TAF12/TIA1/TMBIM6/TRA2A/U2AF2/UPF1/YTHDC1/ZNF638",62
"GO:0006260","DNA replication","85/3301","290/18860",0.293103448275862,1.67462315494782,5.33268023088978,4.30602154449324e-07,7.11424586526681e-05,6.28201379236454e-05,"ACTR8/ADRA2A/ASCC1/ATM/BOD1L1/CAMSAP3/CCNE2/CDC34/CDC45/CDC6/CDC7/CDK1/CDT1/CHRAC1/CHTF18/CHTF8/DDX11/DHX9/DNA2/DNAJA3/DTL/DYNLL1/EHMT2/ENDOG/ESCO1/FBXO5/FZR1/GEN1/GMNN/ING5/INO80C/INO80E/KAT7/KCTD13/KIN/LIG3/LRWD1/MCM2/MCM4/MCM6/MEAF6/MMS22L/NFIB/NFIC/NFIX/ORC6/PARP1/PCNA/POLA1/POLA2/POLD3/POLE/POLG2/POLH/POLN/POLRMT/PRIM1/PRKDC/RBBP7/RBBP8/RECQL4/RECQL5/REV1/REV3L/RFC3/RMI1/RNF126/RPA1/RTEL1/SAMHD1/SENP2/SET/SETMAR/SLX4/SMARCA5/TOP1/TOP1MT/TWNK/UPF1/USP37/WAPL/WDHD1/WDR18/WRNIP1/YY1",85
"GO:0070507","regulation of microtubule cytoskeleton organization","56/3301","168/18860",0.333333333333333,1.90447339190144,5.42392657652801,4.81386840072435e-07,7.62204750085797e-05,6.73041225075115e-05,"APC/APC2/BBOF1/CAMSAP1/CAMSAP3/CCDC88C/CDK2AP2/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DYNC1H1/DYRK1A/EML2/FKBP4/FSD1/GBA2/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MECP2/NUMA1/NUP62/PAFAH1B1/PARP3/PKD1/PPP2CA/RAC1/RAE1/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/TAOK1/TPPP/TRAF3IP1/TTBK2/VPS4B",56
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","97/3301","344/18860",0.281976744186047,1.61105161931198,5.26835202848749,4.98743497520561e-07,7.62204750085797e-05,6.73041225075115e-05,"C1QBP/CDC5L/CELF4/CIRBP/DAZAP1/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/PTBP2/QKI/RBFOX1/RBM14/RBM17/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",97
"GO:0000398","mRNA splicing, via spliceosome","97/3301","344/18860",0.281976744186047,1.61105161931198,5.26835202848749,4.98743497520561e-07,7.62204750085797e-05,6.73041225075115e-05,"C1QBP/CDC5L/CELF4/CIRBP/DAZAP1/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/PTBP2/QKI/RBFOX1/RBM14/RBM17/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",97
"GO:0051298","centrosome duplication","33/3301","80/18860",0.4125,2.35678582247804,5.60144077414367,5.21869925870646e-07,7.78095330938356e-05,6.87072908822766e-05,"ARHGEF10/BRSK1/C2CD3/CCNF/CEP120/CEP192/CEP295/CEP44/CEP63/CEP72/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/CNTROB/DEUP1/FBXW5/GEN1/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PKD2/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",33
"GO:0010948","negative regulation of cell cycle process","91/3301","318/18860",0.286163522012579,1.63497244021728,5.25994738089778,5.52414803104578e-07,7.80493479229752e-05,6.8919051916798e-05,"ABRAXAS1/APBB2/APC/ATM/BABAM2/BMP7/BRD4/BRSK1/BUB3/CACNB4/CAMSAP3/CCNB1/CCND1/CCNF/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDT1/CENPF/CEP63/CHFR/CHMP2A/CLOCK/CRY1/DACT1/DMRT1/DNA2/DTL/ERCC6/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MDM1/MRNIP/NABP2/NAE1/NPM1/NSUN2/NUBP1/PABIR1/PKD2/PKMYT1/PLK3/PPP1R10/PRKDC/PRMT2/RAD21/RAD9A/RBBP8/RBL2/RBM14/SETMAR/SKA1/SKA3/SMARCA5/SPC24/SPDL1/TAOK1/TAOK2/TPRA1/TRIAP1/TRIM37/TRIM39/UIMC1/WAC/WAPL/ZFP36L1/ZFYVE19/ZNHIT1/ZWINT",91
"GO:0051054","positive regulation of DNA metabolic process","83/3301","283/18860",0.293286219081272,1.67566740135498,5.27508722782289,5.69346915896927e-07,7.80493479229752e-05,6.8919051916798e-05,"ABRAXAS1/ACD/ACTB/ACTR8/AKT1/ANKRD31/ARID1B/ATM/BABAM2/BCL7A/BCL7B/CCT3/CCT5/CDC7/CDK1/CDT1/CHTF18/CHTF8/DDX11/DHX9/DKC1/DNA2/DPF2/ENDOG/EPC1/EPC2/ERCC2/ERCC6/FUS/H2AX/HNRNPA1/HSF1/HSP90AA1/INO80C/INO80E/KAT7/KCTD13/MAP2K7/MBTD1/MEAF6/MLH1/MORF4L1/MRGBP/MRNIP/NABP2/PARN/PARP1/PARP3/PAXIP1/PCNA/PIAS4/PKIB/PML/PMS2/POLG2/PPP1R10/PRDM9/PRKDC/PTGES3/RAD51AP1/RFC3/RNF126/RTEL1/SETMAR/SHLD2/SIRT6/SLX4/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TFRC/TIGAR/TNKS2/TRIM28/UIMC1/USP1/YEATS4/YY1/ZCWPW1",83
"GO:1903046","meiotic cell cycle process","70/3301","227/18860",0.308370044052863,1.76184763127446,5.31901126642395,5.69683424816595e-07,7.80493479229752e-05,6.8919051916798e-05,"ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FANCA/FBXO5/FIGNL1/FZR1/HORMAD1/HSF1/ING2/KASH5/KCTD19/KNL1/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MOV10L1/MSH4/MSH5/NCAPD3/NCAPH/NSUN2/PKMYT1/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIRE2/SPO11/STAG3/SYCE1/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/UBB/YTHDF2/ZCWPW1/ZNF541/ZWINT",70
"GO:0040029","epigenetic regulation of gene expression","88/3301","305/18860",0.288524590163934,1.64846221462945,5.2589055084645,5.74549428518548e-07,7.80493479229752e-05,6.8919051916798e-05,"ALKBH4/ARID1B/ARID4A/ATAD2/BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/CTCFL/CTR9/DNMT1/DPY30/DYRK1A/EED/EGR1/EHMT1/EHMT2/EPC1/EZH1/EZH2/GLMN/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/H3C12/HDAC4/HDAC5/HDAC7/HMGA2/HNRNPK/HNRNPU/IGF2/ING2/JARID2/KAT7/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/MORC1/MOV10L1/NDN/OGG1/PARTICL/PCGF3/PCID2/PPM1D/PRMT3/RBM14/SIRT6/SIRT7/SMARCA4/SMARCA5/SMARCB1/SMCHD1/SPEN/SPIN1/SPTY2D1/STPG4/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/USP21/WDR5/YTHDC1/ZCWPW1/ZNF445/ZNHIT1",88
"GO:1902749","regulation of cell cycle G2/M phase transition","44/3301","122/18860",0.360655737704918,2.06057776828681,5.41317502337951,7.0566585710921e-07,9.37768561849696e-05,8.2806739479543e-05,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CCNB1/CCND1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CDK10/CENPF/CHFR/DTL/FBXO5/FHL1/FOXO4/FZR1/INTS3/KCNH5/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PAXIP1/PKMYT1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",44
"GO:0016236","macroautophagy","109/3301","403/18860",0.270471464019851,1.54531711948331,5.09697321053761,9.53780781722134e-07,0.000124052381248243,0.000109540601314022,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG16L2/ATG4B/ATG7/ATG9A/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/CAPNS1/CDC37/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CSNK2A2/CTSD/DNM1L/EHMT2/EIF2AK1/EIF2S1/ELP6/EMC6/EPHB2/EXOC7/EXOC8/FBXO7/FEZ1/FUNDC1/GAA/HGS/IRGQ/LRBA/LYPLA1/MAP1LC3B/MFSD8/MOAP1/NOD2/NRBP2/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/PRKN/RAB1B/RAB33A/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RETREG3/RIPK2/RNF41/RNF5/RUBCN/SLC25A4/SMURF1/SNX14/SNX32/SNX4/SNX6/SPART/SPATA33/SREBF1/SREBF2/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBC1D5/TBK1/TEX264/TIGAR/TOMM7/TRIM32/UBQLN1/ULK3/USP36/VPS13C/VPS26B/VPS28/VPS35/VPS37C/VPS4B/VTA1/VTI1B/WAC/WDR45B/WIPI2/ZNRF1",109
"GO:0000070","mitotic sister chromatid segregation","61/3301","192/18860",0.317708333333333,1.81520120165606,5.22947127067188,9.80592965808122e-07,0.000124882599999689,0.000110273700190001,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/APC/ARHGEF10/ATM/BCCIP/BUB3/CCNB1/CDK1/CDT1/CENPF/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/EML4/FBXO5/GEN1/HASPIN/HNRNPU/KIF11/KIF2A/KLHL22/KNL1/MAD1L1/MAD2L1/MIS12/MYBL2/NCAPD3/NCAPH/NSMCE2/NUMA1/NUP62/RAD21/RAN/RCC1/RHOA/RMDN1/SEH1L/SKA1/SKA3/SMARCA5/SMC4/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UHRF1/VPS4B/WAPL/ZWINT",61
